feature,importance
three_pointers_made_l20_weighted,34.045265518327554
three_pointers_made_l20,17.673910127748776
three_pointers_made_l10,5.302028986564296
three_pointers_made_l10_weighted,4.5781971693442856
three_pct_l20,2.3586070623644604
three_pct_l10,1.676171147621537
fg_pct_l20,1.6054927658675477
three_pointers_made_per_36_l5,1.552740025462666
three_pointers_made_per_36_l20,1.4113444865992144
days_since_asb,1.27532256602749
star_teammate_ppg,1.2261914763662767
ft_pct_l20,0.9858692319746729
three_pointers_made_l5,0.9793164503607181
minutes_played_l10_weighted,0.9769072376676116
opp_three_pointers_allowed_to_position,0.9357317308625137
minutes_played_l5,0.9251869302641257
games_played_season,0.9209354785498953
three_pct_l5,0.7133036147967836
minutes_played_l5_weighted,0.7102974005564574
is_starter_l5,0.6747325328198003
three_pointers_made_l5_weighted,0.6738394624491845
fg_pct_l10,0.6130612305950611
days_rest,0.6033108178089478
net_rating_l5,0.5654350546485744
is_starter_l10,0.5629544704515802
season_progress,0.5414698266082703
defensive_rating_l5,0.506847840262771
games_in_last_7_days,0.4779728490075646
minutes_played_l20_weighted,0.47747126892043945
three_pointers_made_per_36_l10,0.4662576105430444
star_teammate_out,0.46068799833870105
opp_assists_allowed_to_position,0.44009213352934307
fg_pct_l5,0.43749739200783594
pace_opp,0.4258306085297152
reb_rate_l10,0.4137086838779225
offensive_rating_opp,0.4083630005034772
points_l5,0.3899739634243649
arena_altitude,0.3702307925034238
minutes_played_l20,0.35628955308429716
defensive_rating_opp,0.34035530540068354
usage_rate_l20,0.3346486257020116
games_in_last_3_days,0.28624312955291614
ft_pct_l5,0.2466295614847399
usage_rate_l10,0.24458737795897773
opp_points_allowed_to_position,0.2323870613028208
opp_rebounds_allowed_to_position,0.23198787979014227
is_home,0.2168549732308337
is_well_rested,0.21378689937614762
points_l5_weighted,0.21258802681483357
minutes_trend,0.18850859196760722
assists_l20,0.18524421757836573
opp_position_turnovers_vs_team,0.1850604564469979
games_remaining,0.18071850774319845
opp_field_goal_pct,0.17842366810628663
opp_team_steals_per_game,0.16306256559186919
points_l20_weighted,0.1626699543272951
points_l20,0.16171466125007794
true_shooting_pct_l10,0.1610341231016433
opp_position_turnovers_overall,0.15958303225815182
pts_per_fga_l5,0.1594366538937903
games_without_star,0.15844919952106068
tz_difference,0.15729287580117868
usage_rate_l5_weighted,0.15708747384716823
rebounds_total_l20_weighted,0.15212165479050332
ft_pct_l10,0.15093570280046467
blocks_l20,0.1423610046442287
assists_per_36_l10,0.13952382197589747
minutes_played_l10,0.13805857729974524
defensive_rating_l10,0.1351696331711816
reb_rate_l20,0.1348533329861384
net_rating_l20,0.13388243655889126
consecutive_games,0.12252744893610618
steals_l20,0.12199568661030538
rebounds_total_l10_weighted,0.12047793753603533
turnovers_l20,0.11784575057805916
pace_team,0.11780244260392936
blocks_l20_weighted,0.11131982219987388
offensive_rating_team,0.10904873365258386
steals_l20_weighted,0.10639153064551274
steals_l5_weighted,0.10623858126814748
rebounds_total_per_36_l20,0.10286277086695478
usage_rate_l10_weighted,0.10150240984285266
opp_team_turnovers_per_game,0.10109146059103823
steals_per_36_l20,0.10058074082460099
assists_l10,0.09853500276519135
assists_l10_weighted,0.0944264350011947
blocks_l5_weighted,0.09353599584142228
blocks_per_36_l20,0.0930322537964311
assists_l5,0.09192385614364232
opp_three_point_pct,0.09153199121591013
assists_l5_weighted,0.0851731891402538
rebounds_total_per_36_l10,0.08386562799851913
true_shooting_pct_l20,0.08351502447127238
rebounds_total_l5_weighted,0.0796856559498824
points_l10,0.07721452849605237
opp_position_steals_vs_team,0.07555071465464708
assists_per_36_l20,0.07390391157953073
offensive_rating_l5,0.0735344441067468
steals_l10_weighted,0.07332300014702917
opp_position_steals_overall,0.06967139590435496
turnovers_per_36_l5,0.0675264647884745
usage_rate_l5,0.06607060307197739
turnovers_l10,0.06602366969171916
turnovers_l10_weighted,0.06311320348699637
reb_rate_l5,0.06296271268862948
usage_rate_l20_weighted,0.058865928883768515
blocks_per_36_l5,0.05742243541023041
points_per_36_l10,0.05649207235818422
pts_per_fga_l20,0.05418666494508403
assists_per_36_l5,0.048597942414061936
pts_per_fga_l10,0.04797858512871067
defensive_rating_team,0.04253869546339864
ast_to_ratio_l20,0.0424079816085832
west_to_east,0.042351588543999126
net_rating_l10,0.04069257485663095
is_heavy_schedule,0.04035593284206027
ast_to_ratio_l5,0.03885615028625335
defensive_rating_l20,0.03716428011796695
turnovers_l5_weighted,0.03548036707722027
is_late_season,0.03529874109688753
rebounds_total_l10,0.034948162411253585
pts_per_ast_l10,0.034519232854926876
blocks_per_36_l10,0.03384489784642752
blocks_l10,0.031125336983273934
pts_per_ast_l20,0.031072761655076647
is_mid_season,0.030673064088464652
turnovers_per_36_l20,0.030007538046280986
offensive_rating_l10,0.029421675940596827
steals_per_36_l5,0.027800474608046088
blocks_l10_weighted,0.026700659788069722
offensive_rating_l20,0.02396841543745629
points_per_36_l20,0.023928735155631795
turnovers_per_36_l10,0.021010536615962788
rebounds_total_l20,0.020583437800555094
assists_l20_weighted,0.015280450412130402
turnovers_l5,0.012945164944362859
blocks_l5,0.007716285623330638
points_per_36_l5,0.007574691424946267
steals_per_36_l10,0.0062822452139238314
ast_to_ratio_l10,0.0023383733754699814
turnovers_l20_weighted,0.0014260665101590974
rebounds_total_l5,0.0002293716177123961
opp_blocks_allowed_to_position,0.0
is_playoff,0.0
post_asb_bounce,0.0
east_to_west,0.0
is_early_season,0.0
is_back_to_back,0.0
playoff_performance_boost,0.0
playoff_games_career,0.0
pts_per_ast_l5,0.0
rebounds_total_per_36_l5,0.0
